Uid,AppointmentFromDateTimeUTC,AppointmentToDateTimeUTC,LocationOpenDateTimeUTC,CompanyName,Address1,Address2,Postal/Zip,City,ProvinceState,Latitude,Longitude,TripNumber,PowerUnit
9677CC3C-C72C-45A7-B1FE-3E782DF21967,NULL,NULL,NULL,NEWLYWED FOODS BOUCHERVILLE,1381 RUE AMPERE,NULL,J4B5Z5,BOUCHERVILLE,QC,45.569924,-73.426691,243919,535
1F729E6B-4D1B-4BCD-B6EC-DA42A869A86A,00:00.0,00:00.0,NULL,RENO DEPOT #73250,1235 RUE NOBEL,NULL,J4B8E4,BOUCHERVILLE,QC,45.570077,-73.443231,243919,535
C4B99524-89D3-41C5-9FB6-50D955D9626B,00:00.0,00:00.0,NULL,RENO DEPOT #73250,1235 RUE NOBEL,NULL,J4B8E4,BOUCHERVILLE,QC,45.570077,-73.443231,243919,535
50749BE5-C8C3-43FF-A879-D62D8D3C829B,00:00.0,00:00.0,NULL,GERMAIN LARIVIERE LONGUEUIL,789 JEAN PAUL VINCENT,NULL,J4G2T2,LONGUEUIL,QC,45.5614514,-73.4744795,243919,535
B5C81FBC-D533-4801-9109-9F2295D25238,NULL,NULL,NULL,CLARK DROUIN LEFEBVRE INC,1301 GAY LUSSAC,NULL,J4B7K1,BOUCHERVILLE,QC,45.5723277,-73.4322591,243919,535
84E399F0-9765-4FAF-8533-24D03881B860,30:00.0,00:00.0,NULL,SYSCO CDA DISTAGRO,1225 VOLTA,NULL,J4B7M7,BOUCHERVILLE,QC,45.5659832,-73.4426078,243919,535
9B416E6F-9F4D-43C1-8BD2-A9F4F3E609F2,NULL,NULL,NULL,COINAMATIC C/O NATIONAL PARTS,301 MATHESON BLVD W,NULL,L5R3G3,MISSISSAUGA,ON,43.6150337,-79.6799786,243884,256
3A05F5CC-1B22-4BB6-B189-E72DA9AF33EF,00:00.0,00:00.0,NULL,BEAUTICIANS SUPPLY /BEAUTY SYS,395 A PENDANT DR,NULL,L5T2W9,MISSISSAUGA,ON,43.6415648,-79.6814955,243884,256
DB51E872-7DE7-419E-A2D6-907AF059C3D6,00:00.0,00:00.0,NULL,CHEN ENTERPRISES,5830 COPPER AVE,NULL,L4Z1,MISSISSAUGA,ON,0,0,243884,256
50F48618-16AF-48BF-A104-8B04D4D13BD6,00:00.0,00:00.0,NULL,STAPLES ADVANTAGE MISSISSAUGA,550 PENDANT DR,NULL,L5T2W6,MISSISSAUGA,ON,43.641773,-79.6784618,243884,256
423F775C-1224-48FD-9E50-AB401285E580,00:00.0,00:00.0,NULL,STAPLES ADVANTAGE MISSISSAUGA,550 PENDANT DR,NULL,L5T2W6,MISSISSAUGA,ON,43.641773,-79.6784618,243884,256
FBFA1320-FDD9-4CF1-ABE7-11B154B87393,NULL,NULL,NULL,CEA BATTERY ZONE,401 TRADERS BLVD UN 7,NULL,L4Z2H8,MISSISSAUGA,ON,0,0,243884,256
3A466D71-7B5D-482B-A482-E0C81E31D602,00:00.0,00:00.0,NULL,BEAUTICIANS SUPPLY /BEAUTY SYS,395 A PENDANT DR,NULL,L5T2W9,MISSISSAUGA,ON,43.6415648,-79.6814955,243884,256
7679ECBA-7A79-4EA6-B642-88D69285F031,NULL,NULL,NULL,HEIDELBERG CANADA MISSISSAUGA,5900 KEATON CRES,NULL,L5R3K2,MISSISSAUGA,ON,43.6135962,-79.6823415,243884,256
41435BC1-DFE0-409F-ADA6-59464DA664EF,00:00.0,00:00.0,NULL,MATRIX D.C.,6941 KENNEDY RD,NULL,L5T2R6,MISSISSAUGA,ON,43.6553341,-79.6928063,243884,256
B93AA8D9-EEFF-4A95-89B6-23D5D3B4610E,NULL,NULL,NULL,ADI-BURTECK,570 MATHESON BLVD E,NULL,L4Z4G3,MISSISSAUGA,ON,43.628314,-79.652574,243884,256
A3A7708F-F7F6-4A5D-809E-46BCFD5AF151,NULL,NULL,NULL,AMHIL ENT,400 TRADERS BLVD E,NULL,L4Z1W7,MISSISSAUGA,ON,43.6293085,-79.6634796,243884,256
5D543223-2C64-42B2-BA28-5725950C765E,00:00.0,00:00.0,NULL,BEAUTICIANS SUPPLY /BEAUTY SYS,395 A PENDANT DR,NULL,L5T2W9,MISSISSAUGA,ON,43.6415648,-79.6814955,243884,256
7C7CF37E-728D-4F06-8391-6BA6317C59BA,00:00.0,00:00.0,NULL,SYSCO MISSISSAUGA,7055 KENNEDY RD,NULL,L5S1Y7,MISSISSAUGA,ON,43.6576423,-79.6965729,243884,256
D43DF863-A1E4-421F-B612-98FCA366D88D,NULL,NULL,NULL,WALECO INC MISSISSAUGA,5611 MCADAM RD,NULL,L4Z1N4,MISSISSAUGA,ON,43.6259897,-79.6618084,243884,256
9A937102-4CBA-44FD-8092-86B5FDB3745C,00:00.0,00:00.0,NULL,SPORT CHEK #5122,2401 HWY-2 UN 1 & 2,NULL,L1C4V4,BOWMANVILLE,ON,0,0,243958,224
